company,source,author,title,description,url,published_at,content,cleaned_content,date,vader_sentiment_label,vader_sentiment_score,finbert_sentiment_label,finbert_sentiment_score
Pfizer,ETF Daily News,MarketBeat News,Critical Contrast: Relay Therapeutics (NASDAQ:RLAY) & Valneva (NASDAQ:VALN),"Valneva (NASDAQ:VALN – Get Free Report) and Relay Therapeutics (NASDAQ:RLAY – Get Free Report) are both small-cap medical companies, but which is the better investment? We will contrast the two businesses based on the strength of their dividends, earnings, in…",https://www.etfdailynews.com/2024/11/16/critical-contrast-relay-therapeutics-nasdaqrlay-valneva-nasdaqvaln/,2024-11-16 07:43:06+00:00,"Valneva (NASDAQ:VALN – Get Free Report) and Relay Therapeutics (NASDAQ:RLAY – Get Free Report) are both small-cap medical companies, but which is the better investment? We will contrast the two busin… [+6170 chars]",valneva nasdaq valn get free report relay therapeutics nasdaq rlay get free report small cap medical companies better investment contrast two busin chars,2024-11-16,positive,0.8591,neutral,0.0
Pfizer,Biztoc.com,euractiv.com,EU pressed for answers in Covid vaccine texts case,"""This was not negotiation,"" said a lawyer representing the Commission, describing the private interactions via SMS between Ursula von der Leyen and the Pfizer CEO Albert Bourla.",https://biztoc.com/x/77d492a875049c20,2024-11-16 07:01:45+00:00,"""This was not negotiation,"" said a lawyer representing the Commission, describing the private interactions via SMS between Ursula von der Leyen and the Pfizer CEO Albert Bourla.
This story appeared … [+36 chars]",negotiation said lawyer representing commission describing private interactions via sms ursula von der leyen pfizer ceo albert bourla story appeared chars,2024-11-16,neutral,0.0,neutral,0.0
Pfizer,EURACTIV,Georgi Gotev,EU pressed for answers in Covid vaccine texts case,"""This was not negotiation,"" said a lawyer representing the Commission, describing the private interactions via SMS between Ursula von der Leyen and the Pfizer CEO Albert Bourla.",https://www.euractiv.com/section/politics/news/eu-pressed-for-answers-in-covid-vaccine-texts-case/,2024-11-16 06:59:21+00:00,"File photo. President of the European Commission Ursula von der Leyen gives a press conference on the current and new covid-19 challenges, during the Commission Weekly college meeting in Brussels, Be… [+47 chars]",file photo president european commission ursula von der leyen gives press conference current new covid challenges commission weekly college meeting brussels chars,2024-11-16,positive,0.0772,neutral,0.0
Pfizer,Biztoc.com,cnbc.com,"Stocks making the biggest moves midday: Palantir, Moderna, Ulta Beauty, Alibaba and more",Check out the companies making headlines in midday trading: Global pharma stocks — Shares of several vaccine makers declined after President-elect Donald Trump selected prominent vaccine skeptic Robert F. Kennedy Jr. as health secretary on Thursday. Shares of…,https://biztoc.com/x/fb2a8fdc58180a87,2024-11-16 06:49:08+00:00,Check out the companies making headlines in midday trading: Global pharma stocks Shares of several vaccine makers declined after President-elect Donald Trump selected prominent vaccine skeptic Robert… [+146 chars],check companies making headlines midday trading global pharma stocks shares several vaccine makers declined president elect donald trump selected prominent vaccine skeptic robert chars,2024-11-16,positive,0.3818,neutral,0.0
Pfizer,Naturalnews.com,Mike Adams,"Natural News announces list of most important objectives RFK, Jr. must consider as head of HHS","Clean medicine maverick RFK, Jr. has been nominated by Trump for the head of HHS, putting him in charge of the CDC, FDA, NIH and numerous other agencies (see HHS organizational chart here). RFK, Jr. has been very vocal about the dangers of toxic vaccine ingre…",https://www.naturalnews.com/2024-11-16-natural-news-announces-list-of-objectives-rfk-hhs.html,2024-11-16 06:00:00+00:00,"Clean medicine maverick RFK, Jr. has been nominated by Trump for the head of HHS, putting him in charge of the CDC, FDA, NIH and numerous other agencies (see HHS organizational chart here).
RFK, Jr.… [+9476 chars]",clean medicine maverick rfk jr nominated trump head hhs putting charge cdc fda nih numerous agencies see hhs organizational chart rfk jr chars,2024-11-16,positive,0.4019,neutral,0.0
Pfizer,Americanthinker.com,,The FCC is finally going after big tech censorship,"In the halcyon days of the early internet, people who built a better mousetrap...er, website could expect the world to beat a path to their door. Things became even better with social media because a website’s readers could share content with e...",https://www.americanthinker.com/blog/2024/11/the_fcc_is_finally_going_after_big_tech_censorship.html,2024-11-16 05:00:00+00:00,"In the halcyon days of the early internet, people who built a better mousetrap...er, website could expect the world to beat a path to their door. Things became even better with social media because a… [+28699 chars]",halcyon days early internet people built better mousetrap er website could expect world beat path door things became even better social media chars,2024-11-16,positive,0.7003,positive,0.9985890984535217
Pfizer,The Times of India,Reuters,"US stocks sink on Powell rate-cut caution, Trump cabinet picks","Wall Street's major indexes experienced their most significant single-day decline in two weeks, driven by concerns over a potential slowdown in interest rate cuts and reactions to President-elect Donald Trump's cabinet appointments.",https://economictimes.indiatimes.com/markets/stocks/news/us-stocks-sink-on-powell-rate-cut-caution-trump-cabinet-picks/articleshow/115351637.cms,2024-11-16 04:26:19+00:00,"Wall Street's main indexes closed lower on Friday, with the S&amp;P 500 and Nasdaq notching their biggest one-day losses in two weeks, on concerns about slower interest-rate cuts and as investors rea… [+4397 chars]",wall street main indexes closed lower friday amp nasdaq notching biggest one day losses two weeks concerns slower interest rate cuts investors rea chars,2024-11-16,negative,-0.4767,negative,0.7655102014541626
Pfizer,Lewrockwell.com,No Author,Kennedy’s Nomination to Lead HHS Answers His Prayers – and Mine,"Late yesterday, as I was finishing a hike in the Catskills, I received word that Robert F. Kennedy Jr. had been nominated to serve as Secretary of Health and Human Services. Kennedy’s prayers were answered. So were mine. In a video Kennedy posted on YouTube t…",https://www.lewrockwell.com/2024/11/no_author/kennedys-nomination-to-lead-hhs-answers-his-prayers-and-mine/,2024-11-16 04:01:00+00:00,"Late yesterday, as I was finishing a hike in the Catskills, I received word that Robert F. Kennedy Jr. had been nominated to serve as Secretary of Health and Human Services.
Kennedys prayers were an… [+5496 chars]",late yesterday finishing hike catskills received word robert kennedy jr nominated serve secretary health human services kennedys prayers chars,2024-11-16,neutral,0.0,neutral,0.0
Pfizer,Lewrockwell.com,No Author,The Great Dangers of Statins,"The more I study science, and particularly medicine, the more I come to see how often fundamental facts end up being changed so that a profitable industry can be created. Recently I showed how this happened with blood pressure, as rather than causing arterial…",https://www.lewrockwell.com/2024/11/no_author/the-great-dangers-of-statins/,2024-11-16 04:01:00+00:00,"The more I study science, and particularly medicine, the more I come to see how often fundamental facts end up being changed so that a profitable industry can be created. Recently I showed how this h… [+11017 chars]",study science particularly medicine come see often fundamental facts end changed profitable industry created recently showed chars,2024-11-16,positive,0.5994,neutral,0.0
Pfizer,Forbes,"Bruce Japsen, Senior Contributor, 
 Bruce Japsen, Senior Contributor
 https://www.forbes.com/sites/brucejapsen/","As Drug Maker Stocks Fall, Pressure Builds On PhRMA To Derail RFK Jr.",Stocks of major drug makers and biotech companies tumbled in the first full day of trading after Donald Trump announced that he wants vaccine skeptic Robert F. Kennedy...,https://www.forbes.com/sites/brucejapsen/2024/11/15/as-drug-maker-stocks-fall-pressure-builds-on-phrma-to-derail-rfk-jr/,2024-11-16 03:03:53+00:00,"President-elect Donald Trump this week nominated Robert F. Kennedy Jr. to be the next Secretary of ... [+] the U.S. Department of Health and Human Services. In this photo, the vaccine skeptic speaks … [+5103 chars]",president elect donald trump week nominated robert kennedy jr next secretary department health human services photo vaccine skeptic speaks chars,2024-11-16,negative,-0.2263,neutral,0.0
Pfizer,Newsbreak.com,Gustaf Kilander,Drugmakers see stocks tank after RFK Jr is nominated to oversee health department,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is president-elect Donald Trump ’s nominee to lead the Department of …,https://www.newsbreak.com/share/3676399245344-drugmakers-see-stocks-tank-after-rfk-jr-is-nominated-to-oversee-health-department?s=a2&amp;share_destination_id=MTU5NjE3NDAzLTE3MzE3MjQzMTIxOTg%3D&amp;pd=0AnjmFiw&amp;hl=en_US&amp;send_time=1731724312&amp;actBtn=bottomBar&amp;_f=app_share&amp;trans_data=%7B%22platform%22%3A1%2C%22cv%22%3A%2224.45.0%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_blend_exp_24q4-v7%2Cns_foryou_model_exp_24q4-v4%2Cns_local_strategy_24q4_exp-v10%2Cns_foryou_recall_exp_24q4-v9%2Cns_pushv1-v7%2Cns_foryou_rank_exp_24q4-v4,2024-11-16 02:32:37+00:00,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is presid… [+3803 chars],us drugmakers saw stocks tank thursday friday following announcement former independent presidential candidate anti vaccine conspiracy theorist robert kennedy jr presid chars,2024-11-16,negative,-0.6908,neutral,0.0
Pfizer,Newsbreak.com,Gustaf Kilander,Drugmakers see stocks tank after RFK Jr is nominated to oversee health department,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is president-elect Donald Trump ’s nominee to lead the Department of …,https://www.newsbreak.com/share/3676399245344-drugmakers-see-stocks-tank-after-rfk-jr-is-nominated-to-oversee-health-department?s=a2&amp;share_destination_id=NTYwOTU3ODgtMTczMTcyMjExMTAyMA%3D%3D&amp;pd=03nN4mLU&amp;hl=en_US&amp;send_time=1731722111&amp;actBtn=bottomBar&amp;_f=app_share&amp;trans_data=%7B%22platform%22%3A1%2C%22cv%22%3A%2224.41.1%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_model_exp_24q4-v6%2Cns_local_strategy_24q4_exp-control%2Cns_foryou_blend_exp_24q4-v6%2Cns_pushv1-v7%2Cns_foryou_rank_exp_24q4-v1%2Cns_foryou_recall_exp_24q4-v3,2024-11-16 01:55:37+00:00,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is presid… [+3803 chars],us drugmakers saw stocks tank thursday friday following announcement former independent presidential candidate anti vaccine conspiracy theorist robert kennedy jr presid chars,2024-11-16,negative,-0.6908,neutral,0.0
Pfizer,Newsbreak.com,Gustaf Kilander,Drugmakers see stocks tank after RFK Jr is nominated to oversee health department,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is president-elect Donald Trump ’s nominee to lead the Department of …,https://www.newsbreak.com/share/3676399245344-drugmakers-see-stocks-tank-after-rfk-jr-is-nominated-to-oversee-health-department?_f=app_share&amp;pd=06E48PGR&amp;lang=en_US&amp;send_time=1731717778&amp;trans_data=%7B%22platform%22%3A0%2C%22cv%22%3A%2224.41.0.37%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_recall_exp_24q4-v8%2Cns_foryou_blend_exp_24q4-v1%2Cns_foryou_model_exp_24q4-v9%2Cns_pushv1-v1%2Cns_foryou_rank_exp_24q4-v4%2Cns_summary_v1-v3%2Cns_local_strategy_24q4_exp-control&amp;s=i2,2024-11-16 00:43:38+00:00,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is presid… [+3803 chars],us drugmakers saw stocks tank thursday friday following announcement former independent presidential candidate anti vaccine conspiracy theorist robert kennedy jr presid chars,2024-11-16,negative,-0.6908,neutral,0.0
Pfizer,Biztoc.com,benzinga.com,"Friday's Top 5 Trending Stocks: What's The Scoop On Palantir, Bloom Energy, Pfizer?","Here’s a look at the top five trending stocks on Yahoo Finance.
Pfizer, Inc. PFE: Shares of vaccine stocks are down after President-elect Donald Trump pointed to Robert Kennedy Jr. as potentially the next Health and Human Services secretary. Trump has said he…",https://biztoc.com/x/9827e8390bb7ba51,2024-11-15 23:12:03+00:00,"Heres a look at the top five trending stocks on Yahoo Finance.Pfizer, Inc. PFE: Shares of vaccine stocks are down after President-elect Donald Trump pointed to Robert Kennedy Jr. as potentially the n… [+150 chars]",heres look top five trending stocks yahoo finance pfizer inc pfe shares vaccine stocks president elect donald trump pointed robert kennedy jr potentially chars,2024-11-15,positive,0.4588,neutral,0.0
Pfizer,The New Republic,Hafiz Rashid,This Unqualified MAGA Addict Might Become Trump’s FBI Director,"Donald Trump has his eye on yet another unqualified lightweight to lead a key agency, as the president-elect reportedly is considering loyalist Kash Patel to lead the FBI. 
CNN reported Friday that Trump’s right-wing allies are trying to convince him to fire…",https://newrepublic.com/post/188515/kash-patel-trump-fbi-pick-loyalist,2024-11-15 22:48:58+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,ABC News,STAN CHOE AP business writer,Stock market today: Wall Street tumbles as the “Trump bump” fades and vaccine makers sink,U.S. stocks fell to their worst loss since Election Day as the boost that Wall Street got from last week’s victory for Donald Trump and a cut to interest rates by the Federal Reserve kept fading,https://abcnews.go.com/Business/wireStory/stock-market-today-asian-stocks-climb-after-wall-115887887,2024-11-15 22:30:19+00:00,"NEW YORK -- U.S. stocks tumbled Friday as the Trump bump that Wall Street got from last weeks presidential election, along with a cut to interest rates by the Federal Reserve, kept fading.
The S&amp… [+5265 chars]",new york stocks tumbled friday trump bump wall street got last weeks presidential election along cut interest rates federal reserve kept fading amp chars,2024-11-15,positive,0.2263,negative,0.9999611377716064
Pfizer,Newsbreak.com,Ellie Quinlan Houghtaling,Stock Market Tanks as Trump Unveils Nightmare Cabinet Picks,Donald Trump’s controversial picks for his upcoming Cabinet have rattled right past the American public and on to damaging Wall Street. In the wake of Trump’s decision to tap vaccine foe Robert F. Kennedy Jr. to run the Department of Health and Human Services…,https://www.newsbreak.com/share/3676224985864-stock-market-tanks-as-trump-unveils-nightmare-cabinet-picks?_f=app_share&amp;pd=04jUeKTH&amp;lang=en_US&amp;send_time=1731703060&amp;trans_data=%7B%22platform%22%3A0%2C%22cv%22%3A%2224.46.0.26%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_blend_exp_24q4-v5%2Cns_local_strategy_24q4_exp-v11%2Cns_summary_v1-v1%2Cns_pushv1-v7%2Cns_foryou_model_exp_24q4-v9%2Cns_foryou_rank_exp_24q4-v7%2Cns_foryou_recall_exp_24q4-v7&amp;s=i16,2024-11-15 21:51:41+00:00,"Donald Trumps controversial picks for his upcoming Cabinet have rattled right past the American public and on to damaging Wall Street. 
 In the wake of Trumps decision to tap vaccine foe Robert F. K… [+2660 chars]",donald trumps controversial picks upcoming cabinet rattled right past american public damaging wall street wake trumps decision tap vaccine foe robert k chars,2024-11-15,negative,-0.7906,negative,0.9998524188995361
Pfizer,[Removed],,[Removed],[Removed],https://removed.com,2024-11-15 21:50:39+00:00,[Removed],removed,2024-11-15,neutral,0.0,neutral,0.0
Pfizer,Newser,Bob Cronin,Stocks Suffer Biggest Loss Since Election,"US stocks tumbled Friday as the ""Trump bump"" that Wall Street got from last week's presidential election, along with a cut to interest rates by the Federal Reserve, kept fading. The Dow fell 305.87 points, or 0.7%, to 43,444.99. The S&P 500 fell 78.55 points,…",https://www.newser.com/story/359592/shares-suffer-biggest-loss-since-election.html,2024-11-15 21:30:52+00:00,"Makers of vaccines helped drag the market down after President-elect Trump announced that he wants Robert F. Kennedy Jr., a prominent antivaccine activist, to lead the Department of Health and Human … [+1434 chars]",makers vaccines helped drag market president elect trump announced wants robert kennedy jr prominent antivaccine activist lead department health human chars,2024-11-15,positive,0.1027,neutral,0.0
Pfizer,Investing.com,Investing.com,"Greg Landsman sells shares in Amazon, Exxon Mobil, and others","Greg Landsman sells shares in Amazon, Exxon Mobil, and others",https://www.investing.com/news/company-news/greg-landsman-sells-shares-in-amazon-exxon-mobil-and-others-93CH-3726495,2024-11-15 21:13:09+00:00,"Ohio's 1st congressional district representative, Greg Landsman, has been actively trading stocks in the past month, according to a recent congressional trade report. The transactions involved severa… [+2669 chars]",ohio st congressional district representative greg landsman actively trading stocks past month according recent congressional trade report transactions involved severa chars,2024-11-15,positive,0.3182,neutral,0.0
Pfizer,The New Republic,Hafiz Rashid,Republicans Are Already Trying to Grant Trump Dangerous Powers,"House Republicans are trying to push through a bill that would give President-Elect Donald Trump powers as president to designate nonprofit organizations as “terrorist supporting,” even after it was seemingly defeated earlier this week.
The Stop Terror-Finan…",https://newrepublic.com/post/188509/republicans-hr-9495-terrorism-nonprofit-palestine-protesters-trump-dangerous,2024-11-15 20:58:02+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,Newsbreak.com,Gustaf Kilander,Drugmakers see stocks tank after RFK Jr is nominated to oversee health department,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is president-elect Donald Trump ’s nominee to lead the Department of …,https://www.newsbreak.com/share/3676399245344-drugmakers-see-stocks-tank-after-rfk-jr-is-nominated-to-oversee-health-department?s=a2&amp;share_destination_id=MTUyMTM5OTE1LTE3MzE3ODU2NTIwNjE%3D&amp;pd=0AIMXbGp&amp;hl=en_US&amp;send_time=1731785652&amp;actBtn=bottomBar&amp;_f=app_share&amp;trans_data=%7B%22platform%22%3A1%2C%22cv%22%3A%2224.44.0%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_rank_exp_24q4-v9%2Cns_local_strategy_24q4_exp-v18%2Cns_foryou_model_exp_24q4-v9%2Cns_foryou_recall_exp_24q4-v1%2Cns_foryou_blend_exp_24q4-v1%2Cns_pushv1-control,2024-11-15 20:43:28+00:00,US drugmakers saw their stocks tank on Thursday and Friday following the announcement that former independent presidential candidate and anti-vaccine conspiracy theorist Robert F Kennedy Jr is presid… [+3803 chars],us drugmakers saw stocks tank thursday friday following announcement former independent presidential candidate anti vaccine conspiracy theorist robert kennedy jr presid chars,2024-11-15,negative,-0.6908,neutral,0.0
Pfizer,[Removed],,[Removed],[Removed],https://removed.com,2024-11-15 20:43:28+00:00,[Removed],removed,2024-11-15,neutral,0.0,neutral,0.0
Pfizer,The New Republic,Edith Olmsted,"No, Pennsylvania Democrats Aren’t Trying to Steal Senate Election","MAGA has a new conspiracy theory: Pennsylvania Democrats are trying to steal the Senate election because of how they’re counting provisional ballots.
The Senate race is headed to a recount after an incredibly narrow margin of difference between the top two c…",https://newrepublic.com/post/188507/fact-check-democrats-steal-pennsylvania-senate-election-votes,2024-11-15 20:37:36+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,The New Republic,Ellie Quinlan Houghtaling,Republican Senators Warn Matt Gaetz Is Totally Doomed,"Republicans don’t have much hope for ex-Representative Matt Gaetz’s odds of getting into the presidential Cabinet.
The remarkably unpopular Florida politico was nominated by Donald Trump to become the country’s attorney general on Wednesday, a decision that …",https://newrepublic.com/post/188505/republican-senators-doom-matt-gaetz,2024-11-15 19:55:28+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,The Times of India,The Feed,Pfizer and Moderna stocks drop after RFK Jr.'s nomination for Health Secretary: impact on the Pharma Industry,"Shares of leading vaccine producers, such as Pfizer and Moderna, experienced notable drops after Robert F. Kennedy Jr. was announced as President-elect Donald Trump’s nominee for Secretary of Health and Human Services.",https://economictimes.indiatimes.com/news/international/us/pfizer-and-moderna-stocks-drop-after-rfk-jr-s-nomination-for-health-secretary-impact-on-the-pharma-industry/articleshow/115343950.cms,2024-11-15 19:35:14+00:00,"Stocks of major vaccine manufacturers, including Pfizer and Moderna, saw significant declines following the announcement of Robert F. Kennedy Jr. as President-elect Donald Trumps pick for Secretary o… [+4030 chars]",stocks major vaccine manufacturers including pfizer moderna saw significant declines following announcement robert kennedy jr president elect donald trumps pick secretary chars,2024-11-15,positive,0.2023,negative,0.9997156262397766
Pfizer,The New Republic,Edith Olmsted,Elon Musk Is Annoying Everyone on Trump’s Team,"Elon Musk is starting to seriously annoy some in Donald Trump’s inner circle.
Musk has been hanging around Mar-a-Lago ever since his million-dollar gamble to help Trump win the presidential election paid off last week. The billionaire technocrat seems to hav…",https://newrepublic.com/post/188501/elon-musk-annoying-trump-team,2024-11-15 19:33:35+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,Forbes,"Derek Saul, Forbes Staff, 
 Derek Saul, Forbes Staff
 https://www.forbes.com/sites/dereksaul/",Big Tech Stocks Suffer $500 Billion Selloff As ‘Dangerously Bullish’ Rally Loses Steam,Both Amazon and Nvidia suffered more than $100 billion selloffs Friday.,https://www.forbes.com/sites/dereksaul/2024/11/15/big-tech-stocks-suffer-500-billion-selloff-as-dangerously-bullish-rally-loses-steam/,2024-11-15 19:29:41+00:00,"The Trump-inspired stock market rally dried up further as investors heeded concerns about more hawkish monetary policy, causing a major selloff in big technology stocks as indexes head to a losing we… [+3962 chars]",trump inspired stock market rally dried investors heeded concerns hawkish monetary policy causing major selloff big technology stocks indexes head losing chars,2024-11-15,positive,0.1531,negative,0.9925565719604492
Pfizer,The New Republic,Hafiz Rashid,Is This the Worst Possible DNC Chair?,"U.S. Ambassador to Japan and former Chicago Mayor Rahm Emanuel is floating the idea of running for chairman of the Democratic National Committee. 
Axios reports that Emanuel, who also served in Congress from 2003 to 2009 and worked in the Obama and Clinton a…",https://newrepublic.com/post/188500/unpopular-democrat-rahm-emanuel-wants-chair-dnc,2024-11-15 19:08:26+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
Pfizer,ABC News (AU),"Maddison Connaughton, Tynan King","'Cooker, anti-vaxxer, sheep': The people Australia's Covid-19 response forgot","Australia's COVID-19 response saved countless lives, but it also left hundreds of people believing they were suffering a constellation of strange symptoms from the vaccines. Now they're fighting a class action against the federal government.",https://www.abc.net.au/news/2024-11-16/covid-vaccine-inconvenient-patients-astrazeneca-pfizer-lawsuit/104568434,2024-11-15 18:38:44+00:00,"Shill. Sheep. Cooker. Anti-vaxxer.
Michelle Hunder's been called many names in the past few years.
It all began when she started speaking publicly about the crippling chest pains she experienced af… [+22576 chars]",shill sheep cooker anti vaxxer michelle hunder called many names past years began started speaking publicly crippling chest pains experienced af chars,2024-11-15,negative,-0.6249,neutral,0.0
Pfizer,Freerepublic.com,Reuters,Analysis-RFK Jr vow to purge FDA sets up collision with Big Pharma,WASHINGTON/NEW YORK (Reuters) - Robert F. Kennedy Jr. vowed to purge the U.S. Food and Drug Administration shortly before being chosen as President-elect Donald Trump's nominee for health secretary. Any changes he wants to make will come up against a pharmace…,https://freerepublic.com/focus/f-news/4278678/posts,2024-11-15 18:26:56+00:00,"Skip to comments.
Analysis-RFK Jr vow to purge FDA sets up collision with Big Pharma
Reuters ^
 | Nov.15, 2024
 | Ahmed Aboulenein and Michael Erman
Posted on 11/15/2024 10:26:56 AM PST by libst… [+5582 chars]",skip comments analysis rfk jr vow purge fda sets collision big pharma reuters nov ahmed aboulenein michael erman posted pst libst chars,2024-11-15,negative,-0.3612,neutral,0.0
Pfizer,Al Jazeera English,Al Jazeera Staff,How controversial is Trump’s pick of RFK Jr as US health secretary?,"More about Robert F Kennedy Jr, Trump's health secretary pick who is sceptical of vaccines, the FDA and fluoride.",https://www.aljazeera.com/news/2024/11/15/how-controversial-is-trumps-pick-of-rfk-jr-as-us-health-secretary,2024-11-15 18:18:08+00:00,"On Thursday, US President-elect Donald Trump nominated vaccine sceptic Robert F Kennedy Jr to head up the countrys top health agency, the Department of Health and Human Services.
I am thrilled to an… [+8887 chars]",thursday us president elect donald trump nominated vaccine sceptic robert kennedy jr head countrys top health agency department health human services thrilled chars,2024-11-15,positive,0.4019,neutral,0.0
Pfizer,Business Insider,kcloonan@insider.com (Kelly Cloonan),Health stocks are tumbling after Trump's appointment of vaccine skeptic RFK Jr.,"Vaccine stocks have struggled since RFK Jr.'s appointment to health secretary, with Moderna and Pfizer seeing the deepest losses.",https://markets.businessinsider.com/news/stocks/health-stocks-trump-appointment-vaccines-rfk-moderna-2024-11,2024-11-15 18:16:39+00:00,"It's been a tough day for health stocks since Donald Trump announced his appointment of Robert F. Kennedy Jr. a staunch vaccine skeptic as health secretary.
The news, which came late in the day on T… [+2927 chars]",tough day health stocks since donald trump announced appointment robert kennedy jr staunch vaccine skeptic health secretary news came late day chars,2024-11-15,negative,-0.34,neutral,0.0
Pfizer,Newsbreak.com,Ellie Quinlan Houghtaling,Stock Market Tanks as Trump Unveils Nightmare Cabinet Picks,Donald Trump’s controversial picks for his upcoming Cabinet have rattled right past the American public and on to damaging Wall Street. In the wake of Trump’s decision to tap vaccine foe Robert F. Kennedy Jr. to run the Department of Health and Human Services…,https://www.newsbreak.com/share/3676224985864-stock-market-tanks-as-trump-unveils-nightmare-cabinet-picks?_f=app_share&amp;pd=08ZnHEHF&amp;lang=en_US&amp;send_time=1731703142&amp;trans_data=%7B%22platform%22%3A0%2C%22cv%22%3A%2224.46.0.26%22%2C%22languages%22%3A%22en%22%7D&amp;sep=ns_foryou_recall_exp_24q4-v3%2Cns_foryou_blend_exp_24q4-v5%2Cns_foryou_model_exp_24q4-v8%2Cns_local_strategy_24q4_exp-v11%2Cns_foryou_rank_exp_24q4-v4%2Cns_pushv1-v3%2Cns_summary_v1-v1&amp;s=i2,2024-11-15 17:59:20+00:00,"Donald Trumps controversial picks for his upcoming Cabinet have rattled right past the American public and on to damaging Wall Street. 
 In the wake of Trumps decision to tap vaccine foe Robert F. K… [+2660 chars]",donald trumps controversial picks upcoming cabinet rattled right past american public damaging wall street wake trumps decision tap vaccine foe robert k chars,2024-11-15,negative,-0.7906,negative,0.9998524188995361
Pfizer,The New Republic,Ellie Quinlan Houghtaling,Stock Market Tanks as Trump Unveils Nightmare Cabinet Picks,"Donald Trump’s controversial picks for his upcoming Cabinet have rattled right past the American public and on to damaging Wall Street.
In the wake of Trump’s decision to tap vaccine foe Robert F. Kennedy Jr. to run the Department of Health and Human Service…",https://newrepublic.com/post/188492/stock-market-tanks-trump-cabinet,2024-11-15 17:59:20+00:00,"Novavax and BioNTech dropped by more than 7 percent, with almost all of the losses coming after news broke of the selection, reported Forbes. Moderna saw shares close at $39.77, knocking the stock to… [+945 chars]",novavax biontech dropped percent almost losses coming news broke selection reported forbes moderna saw shares close knocking stock chars,2024-11-15,negative,-0.4601,negative,0.7638309001922607
