company,source,author,title,description,url,published_at,content
Meta,Forbes,"Thomas Brewster, Forbes Staff, 
 Thomas Brewster, Forbes Staff
 https://www.forbes.com/sites/thomasbrewster/",The Wiretap: Who’s Afraid Of A Trumpian Encryption War?,Plus: FBI Investigates Possible China Hack Of Presidential Campaign Officials’ iPhones,https://www.forbes.com/sites/thomasbrewster/2024/11/19/trump-crypto-war-fear/,2024-11-19T22:39:10Z,"The Wiretap is your weekly digest of cybersecurity, internet privacy and surveillance news. To get it in your inbox, subscribe here.
(Photo by BRENDAN SMIALOWSKI/AFP via Getty Images)
AFP via Getty… [+5747 chars]"
Meta,Securityaffairs.com,Pierluigi Paganini,Russian Phobos ransomware operator faces cybercrime charges,"Russian Phobos ransomware operator Evgenii Ptitsyn, accused of managing attacks, was extradited from South Korea to the US to face cybercrime charges. Russian Phobos ransomware operator Evgenii Ptitsyn, suspected of playing a key role in the ransomware operat…",https://securityaffairs.com/171184/cyber-crime/phobos-ransomware-operator-faces-cybercrime-charges.html,2024-11-19T22:36:29Z,"Russian Phobos ransomware operator faces cybercrime charges
 | Great Plains Regional Medical Center ransomware attack impacted 133,000 individuals
 | Recently disclosed VMware vCenter Server bugs a… [+117460 chars]"
Meta,Metafilter.com,dhruva,"Where we're going, we don't need colour wheels","The Colour Literacy Project ""The Colour Literacy Project is a 21st century initiative that recognizes colour as a meta-discipline. Our mission is to provide state-of-the-art educational resources that strengthen the bridges between the sciences, arts, design …",https://www.metafilter.com/206377/Where-were-going-we-dont-need-colour-wheels,2024-11-19T22:35:47Z,« Older The Disease of the Powerful   |   Tarantula venom study could help epilepsy patients Newer »
Meta,CNET,Joe Hindy,Instagram Will Let Users Start Their Recommendations Over From Scratch,The ability to manually reset the algorithm will help users get rid of content they don't wish to see.,https://www.cnet.com/tech/services-and-software/instagram-will-let-users-start-their-recommendations-over-from-scratch/,2024-11-19T22:32:26Z,"Instagram users who aren't happy with the content they're being shown can now manually hit the reset button on the algorithm to start over from scratch. On Tuesday, an Instagram blog post outlined ho… [+2770 chars]"
Meta,TheWrap,Emily Vogel,"Jackie Aina, Kellie Gerardi, Drea Okeke Join Power Women Summit 2024","Creator Michelle Khare will also join execs from YouTube and Whalar to discuss the creator revolution
The post Jackie Aina, Kellie Gerardi, Drea Okeke Join Power Women Summit 2024 appeared first on TheWrap.",https://www.thewrap.com/jackie-aina-kellie-gerardi-drea-okeke-join-power-women-summit-2024/,2024-11-19T22:30:00Z,"Creators Jackie Aina, Kellie Gerardi, Drea Okeke will join TheWraps Power Women Summit on Dec. 3 at The Maybourne Beverly Hills. 
Moderated by Shira Lazar, the CEO and founder of Whats Trending and … [+4925 chars]"
Meta,The Star Online,Wu Xiaoling,Meta hires Salesforce's AI chief to lead new business AI group,"SAN FRANCISCO, Nov. 19 (Xinhua) -- Meta confirmed on Tuesday that the company hired Salesforce's artificial intelligence (AI) CEO Clara Shih to lead a new organization building AI tools for businesses that use Meta's apps to reach consumers. Read full story",https://www.thestar.com.my/news/world/2024/11/20/meta-hires-salesforce039s-ai-chief-to-lead-new-business-ai-group,2024-11-19T22:15:00Z,"SAN FRANCISCO, Nov. 19 (Xinhua) -- Meta confirmed on Tuesday that the company hired Salesforce's artificial intelligence (AI) CEO Clara Shih to lead a new organization building AI tools for businesse… [+904 chars]"
Meta,NPR,Bobby Allyn,"Traffic on Bluesky, an X competitor, is up 500% since the election. How will they handle the surge?","Unlike other social media sites, Bluesky allows users to create their own algorithm. The site does not have ads, nor harvest data for artificial intelligence training. But it is still very small and has an unproven business record.",https://www.npr.org/2024/11/19/g-s1-34898/bluesky-traffic-surge-after-election,2024-11-19T22:13:38Z,"The day after the presidential election, the social media landscape shook.
On Elon Musk's X, more than 115,000 users deactivated their accounts, the largest-ever mass exit from the platform. At the … [+8014 chars]"
Meta,Slashdot.org,feedfeeder,Windows in mixed reality arrives for Meta Quest 3 headsets in December. - The Verge,Windows in mixed reality arrives for Meta Quest 3 headsets in December.The Verge Microsoft announces Windows 11 integration with Meta Quest headsets that will let you easily stream your PC inside VRWindows Central Windows 11 Lands on Meta's VR Headsets Next M…,https://slashdot.org/firehose.pl?op=view&amp;id=175504091,2024-11-19T22:13:08Z,"If computers take over (which seems to be their natural tendency), it will
serve us right.
-- Alistair Cooke"
Meta,VentureBeat,Michael Nuñez,"Goodbye cloud, Hello phone: Adobe’s SlimLM brings AI to mobile devices","Adobe's SlimLM, a breakthrough AI system, brings advanced document processing directly to smartphones without the need for cloud computing, offering enhanced privacy and reduced costs for businesses.",https://venturebeat.com/ai/adobe-slimlm-the-ai-that-puts-cloud-scale-power-in-your-pocket/,2024-11-19T22:11:08Z,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Adobe researchers have created a breakthrough AI system that processes … [+6225 chars]"
Meta,CNBC,,"Qualcomm says it expects $4 billion in PC chip sales by 2029, as company gets traction beyond smartphones",Qualcomm said on Tuesday that it expects its push into new markets to generate an additional $22 billion per year by 2029.,https://www.cnbc.com/2024/11/19/qualcomm-says-it-expects-4-billion-in-pc-sales-by-2029.html,2024-11-19T22:04:55Z,"Qualcomm said on Tuesday that it expects its push into new markets to generate an additional $22 billion per year by 2029.
Of that amount, roughly $4 billion will come from PC chips, Qualcomm said a… [+3484 chars]"
Meta,Digital Trends,Alan Truly,LastPass review: Is this popular password manager still worth using?,"I reviewed LastPass, a low-cost password manager with that supports a wide range of devices and offers convenient login sharing for families.",https://www.digitaltrends.com/computing/lastpass-review/,2024-11-19T22:00:56Z,"“The poor security track record of LastPass overshadows many of its great features and affordable prices.”
<ul><li>
Easy access to logins, notes, and more</li><li>
Great cross-platform support</li… [+8256 chars]"
Meta,/FILM,staff@slashfilm.com (Ben Pearson),Smile 2 Director Wanted Audiences To Feel Complicit In That Shocking Ending [Exclusive],"Parker Finn, the writer/director of Smile and Smile 2, says he wanted audiences to feel complicit in the sequel's spectacular ending.",https://www.slashfilm.com/1717472/smile-2-director-wanted-audiences-feel-complicit-shocking-ending-exclusive/,2024-11-19T22:00:22Z,"One prong of Finn's two-pronged approach involved turning the spotlight on us as viewers and essentially interrogating us about what we want to see in movies like this and why. ""I wanted to blur the … [+1676 chars]"
Meta,Blizzardwatch.com,Christian Thoma,"Godspawn is the first quarterly update for Guild Wars 2: The Janthir Wilds, and it’s live right now!","The Janthir Wilds has been out for three months now and that means it’s time for the first free quarterly post-expansion release. The latest update to Guild Wars 2 is titled Godspawn and will continue the Wayfinder’s fight against the titans Decima and Greer,…",https://blizzardwatch.com/2024/11/19/guild-wars-2-janthir-wilds-godspawn/,2024-11-19T22:00:01Z,The Janthir Wilds has been out for three months now and that means its time for the first free quarterly post-expansion release. The latest update to Guild Wars 2 is titled Godspawn and will continue… [+3355 chars]
Meta,Biztoc.com,bizjournals.com,Clara Shih joins Meta from Salesforce to lead business AI group,The competition for AI talent keeps heating up.,https://biztoc.com/x/3a062a4fd4bf7dbc,2024-11-19T21:55:56Z,"The competition for AI talent keeps heating up.
This story appeared on bizjournals.com, 2024-11-19 21:45:42."
Meta,Decrypt,Jose Antonio Lanz,"Mistral AI’s New Chatbot Rivals GPT, But For Free","The icing on the cake is Mistral's use of Flux Pro to generate images, meaning it’s the multimodal chatbot with the best image-generation capabilities currently available",https://decrypt.co/292432/mistral-ais-new-chatbot-rivals-gpt-but-for-free,2024-11-19T21:44:39Z,"Mistral AI, the French AI company founded by ex-Google and Meta employees, just overhauled its free, multimodal AI platformand it comes close to matching, and sometimes even exceeding, paid offerings… [+6648 chars]"
Meta,NOLA.com,Eric Risberg,Meta to open multi-billion dollar data center in Louisiana,Nothing of the scale of the Meta project has been proposed before in Louisiana. Here are the details.,https://www.nola.com/news/business/meta-facebook-data-center-louisiana-ai-economic-development-jeff-landry/article_5d540bd0-a365-11ef-b5d3-af6e5bb4c0cb.html,2024-11-19T21:42:49Z,"Meta did not respond to a request for comment on its role in the project.
Were a job jobs jobs administration, so were happy to see big projects, said Stephen Swiber, the resilience officer for the … [+749 chars]"
Meta,[Removed],,[Removed],[Removed],https://removed.com,2024-11-19T21:22:30Z,[Removed]
Meta,BroBible,Douglas Charles,"Netflix Facing 3 New Lawsuits, Including Complaint Over Tyson Vs. Paul Streaming Issues",Netflix is facing three new lawsuits this week including a complaint over the Mike Tyson vs. Jake Paul live-stream and another suit with LeBron James as a co-defendant. The third lawsuit alleges Netflix illegally conspired with Facebook. In the lawsuit filed …,https://brobible.com/culture/article/netflix-new-lawsuits-tyson-paul-lebron/,2024-11-19T21:19:38Z,"iStockphoto
Netflix is facing three new lawsuits this week including a complaint over the Mike Tyson vs. Jake Paul live-stream and another suit with LeBron James as a co-defendant. The third lawsuit… [+2464 chars]"
Meta,Forbes,"Jason Kirsch, CFP(R), Contributor, 
 Jason Kirsch, CFP(R), Contributor
 https://www.forbes.com/sites/investor-hub/people/Jason-Kirsch/",5 Top Morgan Stanley Mutual Funds To Invest In,Looking for the best Morgan Stanley mutual funds to add to your portfolio? See this list of the top funds to buy now.,https://www.forbes.com/sites/investor-hub/article/best-morgan-stanley-mutual-funds/,2024-11-19T21:19:03Z,"© 2024 Bloomberg Finance LP
Investment management firm Morgan Stanley offers a diverse range of mutual funds that cater to various investment objectives and risk tolerances. This article explores fi… [+9677 chars]"
Meta,Acm.org,Logan Kugler,A Camera the Size of a Grain of Salt Could Change Imaging as We Know It,Innovative methods and materials led to a tiny meta-optics camera able to produce full-color images equal in quality to those produced by conventional cameras.,https://cacm.acm.org/news/a-camera-the-size-of-a-grain-of-salt-could-change-imaging-as-we-know-it/,2024-11-19T20:54:14Z,"When it comes to cameras, size matters, but not in the way you think.
Any time a new smartphone is released, it is easy to drool over the latest, greatest, and biggest features that allow you to tak… [+10091 chars]"
Meta,Fortune,Jeremy Kahn,"At Web Summit last week, no sign of an AI slowdown—even if some wouldn’t mind one","The value of AI application companies is determined by what they can do with today's tech, not future AI progress.",https://fortune.com/2024/11/19/web-summit-ai-slowdown-no-sign-eye-on-ai/,2024-11-19T20:49:34Z,Hello and welcome to Eye on AI. In this editionno sign of an AI slowdown at Web Summit; work on Amazons new Alexa plagued by further technical issues; a general purpose robot model; trying to bend Tr… [+14526 chars]
Meta,Storagereview.com,divyanshjain,Microsoft Ignite 2024: Advancements in Custom Silicon and AI Infrastructure,"Microsoft unwrapped several new developments in custom chip design and AI infrastructure during this week's Microsoft Ignite event, including expanding its silicon portfolio.

<!--more-->Microsoft announced several key developments in custom chip design and A…",https://www.storagereview.com/news/microsoft-ignite-2024-advancements-in-custom-silicon-and-ai-infrastructure,2024-11-19T20:43:31Z,"Microsoft unwrapped several new developments in custom chip design and AI infrastructure during this week’s Microsoft Ignite event, including expanding its silicon portfolio.
Microsoft announced sev… [+6327 chars]"
Meta,Biztoc.com,techcrunch.com,"Meta hires Salesforce’s CEO of AI, Clara Shih, to lead new business AI group","Meta hired Salesforce’s CEO of AI, Clara Shih, to lead a new organization building AI tools for businesses that use Meta’s apps to reach consumers, according to a LinkedIn post from Shih on Tuesday. Meta confirmed the appointment and the new Business AI group…",https://biztoc.com/x/197e9dd3b5f99e90,2024-11-19T20:39:15Z,"Meta hired Salesforces CEO of AI, Clara Shih, to lead a new organization building AI tools for businesses that use Metas apps to reach consumers, according to a LinkedIn post from Shih on Tuesday. Me… [+136 chars]"
Meta,Business Insider,Jordan Hart,"I tried Snap's AR glasses, Spectacles. They're a good start to get Gen Z users interested in smart eyewear.","Snap invited me to try their new Spectacles AR glasses. They're only available to developers, but the smart glasses have some fun features.",https://www.businessinsider.com/snap-spectacles-good-introduction-to-ar-glasses-meta-orion-2024-11,2024-11-19T20:38:03Z,"Snap Spectacles are available to developers.Jordan Hart/BI
<ul><li>Snap's new Spectacles offer AR features like piano lessons and video calls.</li><li>Spectacles are lighter than competitors but hav… [+5097 chars]"
Meta,TechCrunch,Maxwell Zeff,"Meta hires Salesforce's CEO of AI, Clara Shih, to lead new business AI group | TechCrunch","Meta hired Salesforce's CEO of AI, Clara Shih, to lead a new organization building AI tools for businesses that use Meta's apps to reach consumers,",https://techcrunch.com/2024/11/19/meta-hires-salesforces-ceo-of-ai-clara-shih-to-lead-new-business-ai-group/,2024-11-19T20:35:28Z,"Meta hired Salesforce’s CEO of AI, Clara Shih, to lead a new organization building AI tools for businesses that use Meta’s apps to reach consumers, according to a LinkedIn post from Shih on Tuesday. … [+2867 chars]"
Meta,Yahoo Entertainment,,"Meta hires Salesforce's CEO of AI, Clara Shih, to lead new business AI group",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4542ad42-edc2-460f-922c-76f33706834f,2024-11-19T20:33:07Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
Meta,New Zealand Herald,,Lex: Walmart’s cheap goods justify its expensive stock,"Financial Times: There are merchants, and then there is Walmart.",https://www.nzherald.co.nz/business/lex-walmarts-cheap-goods-justify-its-expensive-stock/K7O4NE2QBBFLDKOU6N5IT7QGGU/,2024-11-19T20:28:20Z,"That handily trounced expectations for a 3.7% rise, which is no small feat given Walmarts size. It pulled in $648 billion (NZ$1.096 trillion) in revenue last year. 
Adding to the flex, Walmart upped… [+2172 chars]"
Meta,PetaPixel,Jaron Schneider,Tired of Your Instagram Feed? ‘Recommendations Reset’ Will Make the Algo Start Fresh,"Instagram will soon roll out a new feature globally that will allow everyone on Instagram to perform a ""Recommendations reset,"" which makes the algorithm forget everything it thinks it knows about you and start from scratch.
[Read More]",https://petapixel.com/2024/11/19/tired-of-your-instagram-feed-recommendations-reset-will-make-the-algo-start-fresh/,2024-11-19T20:27:27Z,"Instagram will soon roll out a new feature globally that will allow everyone on Instagram to perform a “Recommendations reset,” which makes the algorithm forget everything it thinks it knows about yo… [+2238 chars]"
Meta,Eater,Janey Wong,"Living Room Wines Wants to Build Community, One Glass of Wine at a Time",The new University Park wine bar is designed with approachability in mind,https://pdx.eater.com/2024/11/19/24300848/living-room-wines-university-park-north-portland-bar-opening,2024-11-19T20:26:36Z,"Living Room Wines. | Holly Hursley Photography

 

 The new University Park wine bar is designed with approachability in mind Partners Fabrizio Barbagelata and Justin Sedor want their new University… [+3752 chars]"
Meta,Harvard School of Engineering and Applied Sciences,Terry Murphy,Kempner AI cluster named one of world’s fastest ‘green’ supercomputers,"Computational power can be used to train and run artificial neural networks, creates key advances in understanding basis of intelligence in natural and artificial systems.",https://news.harvard.edu/gazette/story/2024/11/kempner-ai-cluster-named-one-of-worlds-fastest-green-supercomputers/,2024-11-19T20:25:50Z,"Researchers at Harvard now have access to one of the fastest and greenest supercomputers in the world.
Built to support cutting-edge research at the Kempner Institute for the Study of Natural and Ar… [+11742 chars]"
Meta,Amazon.com,Mukund Birje,Your guide to generative AI and ML at AWS re:Invent 2024,"In this attendee guide, we’re highlighting a few of our favorite sessions to give you a glimpse into what’s in store. To help you plan your agenda for this year’s re:Invent, here are some highlights of the generative AI and ML sessions. Visit the session cata…",https://aws.amazon.com/blogs/machine-learning/your-guide-to-generative-ai-and-ml-at-aws-reinvent-2024/,2024-11-19T20:25:21Z,"The excitement is building for the fourteenth edition of AWS re:Invent, and as always, Las Vegas is set to host this spectacular event. This year, generative AI and machine learning (ML) will again b… [+33881 chars]"
Meta,Quartz India,Vinamrata Chaturvedi,"The S&P 500 is about to have a big year, Goldman Sachs says — even without the 'Magnificent 7'","After Morgan Stanley’s (MS) bullish outlook, another financial giant has joined the optimistic chorus for the S&P 500 in 2025. What’s more, it expects the growth of the S&P 500 to occur without relying on the outperformance of the Magnificent Seven, marking a…",https://qz.com/goldman-sachs-s-p-500-magnificent-seven-1851703165,2024-11-19T20:11:00Z,"In This Story
After Morgan Stanleys (MS-0.81%
) bullish outlook, another financial giant has joined the optimistic chorus for the S&amp;P 500 in 2025. Whats more, it expects the growth of the S&amp… [+2280 chars]"
Meta,MobileSyrup,Brad Bennett,U.S. Department of Justice wants Google to sell Chrome,"A new report from the U.S. Justice Department claims that the government body is going to ask a federal judge to force Google to sell off the Chrome browser to help make Google less of a monopoly. According to Bloomberg, the DOJ is also looking to enforce str…",https://mobilesyrup.com/2024/11/19/u-s-department-of-justice-wants-google-to-sell-chrome/,2024-11-19T20:10:48Z,"A new report from the U.S. Justice Department claims that the government body is going to ask a federal judge to force Google to sell off the Chrome browser to help make Google less of a monopoly.
A… [+2759 chars]"
Meta,Techdirt,Mike Masnick,"ExTwitter’s New Lawsuit Accurately Argues California Deepfake Law Violates First Amendment, Section 230","Elon Musk’s ExTwitter has filed an important First Amendment lawsuit against California over its unconstitutional law regulating deepfakes. This follows Musk’s earlier successful challenge to the state’s social media “transparency” law. Yes, sometimes Elon Mu…",https://www.techdirt.com/2024/11/19/extwitters-new-lawsuit-accurately-argues-california-deepfake-law-violates-first-amendment-section-230/,2024-11-19T20:07:00Z,"from the broken-clocks dept
Elon Musk’s ExTwitter has filed an important First Amendment lawsuit against California over its unconstitutional law regulating deepfakes. This follows Musk’s earlier su… [+10353 chars]"
Meta,Ericgoldman.org,Eric Goldman,Courts Are Echoing The Third Circuit’s Repeal of Section 230–Huckabee v. Meta,"Mike Huckabee is the former governor of Arkansas and Trump’s choice for ambassador to Israel. He claims that CBD advertisers featured his name, photo, and likeness in Facebook ads. An example of the ads is displayed on the right. As...
The post Courts Are Ech…",https://blog.ericgoldman.org/archives/2024/11/courts-are-echoing-the-third-circuits-repeal-of-section-230-huckabee-v-meta.htm,2024-11-19T20:04:20Z,"Mike Huckabee is the former governor of Arkansas and Trump’s choice for ambassador to Israel. He claims that CBD advertisers featured his name, photo, and likeness in Facebook ads. An example of the … [+4203 chars]"
Meta,UploadVR,Callum Self,Augmented Empire (2024) Review: Simple Cyberpunk With Great Vibes,"Augmented Empire on Quest delivers a great cyberpunk narrative with strong characters, despite its simplistic combat. Our full review.",https://www.uploadvr.com/augmented-empire-2024-quest-review/,2024-11-19T20:00:00Z,"In my eyes, there's a huge difference between immersive and immersing yourself. The former usually needs time to get back into the world, while the latter grips you back into the experience almost in… [+6584 chars]"
Meta,Theflightdeal.com,The Flight Deal,"United: San Francisco – Chicago (and vice versa). $197 (Basic Economy) / $287 (Regular Economy). Roundtrip, including all Taxes",A good sale to / from ChicagoMatrix Airfare Search by ITA Software will price this at $287 (Regular Economy). Use those dates on United should reprice to $197 (Basic Economy) and $287 (Regular Eco,https://www.theflightdeal.com/2024/11/19/united-san-francisco-chicago-and-vice-versa-197-basic-economy-287-regular-economy-roundtrip-including-all-taxes/,2024-11-19T19:55:38Z,"A good sale to / from Chicago
Matrix Airfare Search by ITA Software will price this at $287 (Regular Economy). Use those dates on United should reprice to $197 (Basic Economy) and $287 (Regular Econ… [+3860 chars]"
Meta,PBS,Zeba Warsi,"For far-right groups in India, Instagram has become a place to promote violence, report shows","A new report details how Instagram amplifies and promotes violent and hateful content, allowing accounts that post hate crimes to fundraise in violation of Meta's content policies.",https://www.pbs.org/newshour/world/for-far-right-groups-in-india-instagram-has-become-a-place-to-promote-violence-report-shows,2024-11-19T19:54:16Z,"A new analysis of Instagram posts involving hate crimes in India claims that Meta’s widely used social networking platform has become a hub to promote, glorify and in some ways, reward violence. 
Th… [+8737 chars]"
Meta,Android Headlines,Rishaj Upadhyay,"Bluesky now has 20 million users base, and it's growing","Bluesky, a direct rival to Meta-owned Threads and Elon Musk's X, today crossed the 20 million users mark and it's growing even more.",https://www.androidheadlines.com/2024/11/bluesky-now-has-20-million-users-base-and-its-growing.html,2024-11-19T19:53:34Z,"Bluesky, what used to be a less-known social media platform, is growing rapidly day by day. The platform has seen a sign-up surge lately and stands as a rival to Threads and X (formerly Twitter) thes… [+1786 chars]"
Meta,TweakTown,Darren Allan,Windows 11 support for Meta Quest arrives next month: huge virtual monitors for your desktop OS,"Microsoft brings in support for Meta Quest 3 and Quest 3S in December, albeit in preview only to begin with, so expect some wonkiness. Continue reading at TweakTown >",https://www.tweaktown.com/news/101762/windows-11-support-for-meta-quest-arrives-next-month-huge-virtual-monitors-your-desktop-os/index.html,2024-11-19T19:53:02Z,"TL;DR: Microsoft is adding support for Meta's VR headsets to Windows 11, allowing users to stream their Windows 11 desktop PC or a Windows 365 Cloud PC to the headset. This feature for the Meta Quest… [+1642 chars]"
Meta,Biztoc.com,breakingthenews.net,Meta forms unit to develop AI tools for businesses,"Meta Platforms Inc. is setting up a new AI-focused product group to develop innovative tools, such as chatbots for WhatsApp and Messenger, designed to enhance customer interaction and drive business t...",https://biztoc.com/x/dde6d9857fe9f3f1,2024-11-19T19:44:09Z,"Meta Platforms Inc. is setting up a new AI-focused product group to develop innovative tools, such as chatbots for WhatsApp and Messenger, designed to enhance customer interaction and drive business … [+69 chars]"
Meta,The Times of India,TNN,"Meta disagrees with CCI's penalty over user data abuse, to file an appeal","Meta plans to appeal a $26 million penalty imposed by India's antitrust watchdog, the Competition Commission of India (CCI), over allegations of user data misuse. Meta disputes the CCI's findings, asserting that a 2021 WhatsApp policy update, offering optiona…",https://timesofindia.indiatimes.com/india/meta-disagrees-with-ccis-penalty-over-user-data-abuse-to-file-an-appeal/articleshow/115462953.cms,2024-11-19T19:41:04Z,10 easy South Indian snacks for Friday evenings
Meta,Biztoc.com,breakingthenews.net,Meta sets unit to develop AI tools for businesses,"Meta Platforms Inc. is forming a new AI-focused product group to develop innovative tools, such as chatbots for WhatsApp and Messenger, designed to enhance customer interaction and drive business tran...",https://biztoc.com/x/5a72d1eaa621b1f9,2024-11-19T19:33:06Z,"Meta Platforms Inc. is forming a new AI-focused product group to develop innovative tools, such as chatbots for WhatsApp and Messenger, designed to enhance customer interaction and drive business tra… [+69 chars]"
Meta,Theflightdeal.com,The Flight Deal,"American: Los Angeles – Budapest, Hungary. $549 (Basic Economy) / $749 (Regular Economy). Roundtrip, including all Taxes",A good sale to Budapest. Pricing will vary slightly depending on routing.Matrix Airfare Search by ITA Software will price this at $749 (Regular Economy). Use those dates on American should reprice,https://www.theflightdeal.com/2024/11/19/american-los-angeles-budapest-hungary-549-basic-economy-749-regular-economy-roundtrip-including-all-taxes/,2024-11-19T19:30:11Z,"A good sale to Budapest. Pricing will vary slightly depending on routing.
Matrix Airfare Search by ITA Software will price this at $749 (Regular Economy). Use those dates on American should reprice … [+4488 chars]"
Meta,Github.com,adilhafeez,"Show HN: Archgw: open-source, intelligent proxy for AI agents, built on Envoy","Hi HN! This is Adil, Salman, Co and Shuguang and we're excited to introduce archgw [1], an open source intelligent proxy for agents built on Envoy [2]. Arch moves the critical but crufty work around safety, observability, and routing of prompts outside busine…",https://github.com/katanemo/archgw,2024-11-19T19:26:28Z,"Arch is an intelligent Layer 7 distributed proxy designed to protect, observe, and personalize AI agents with your APIs.
Engineered with purpose-built LLMs, Arch handles the critical but undifferent… [+6723 chars]"
Meta,Theflightdeal.com,The Flight Deal,"American: Portland – Fukuoka, Japan. $775 (Basic Economy) / $935 (Regular Economy). Roundtrip, including all Taxes",A good sale to FukuokaMatrix Airfare Search by ITA Software will price this at $935 (Regular Economy). Use those dates on American should reprice to $775 (Basic Economy) and $935 (Regular Economy),https://www.theflightdeal.com/2024/11/19/american-portland-fukuoka-japan-775-basic-economy-935-regular-economy-roundtrip-including-all-taxes/,2024-11-19T19:25:04Z,"A good sale to Fukuoka
Matrix Airfare Search by ITA Software will price this at $935 (Regular Economy). Use those dates on American should reprice to $775 (Basic Economy) and $935 (Regular Economy).… [+4263 chars]"
Meta,Kernel.org,Linus Torvalds,Merge tag 'hwmon-for-v6.13-rc1' of git://git.kernel.org/pub/scm/linux/kernel/git/groeck/linux-staging,,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=2b5d5f23d4056543757919bb2db06d0829835f7e,2024-11-19T19:23:52Z,"Pull hmon updates from Guenter Roeck:
 ""New drivers:
 - ISL28022 power monitor
 - Nuvoton NCT7363Y
Added support for new chips to existing drivers:
 - The tmp180 driver now supports NXP p3t1085,… [+97968 chars]"
Meta,Business Insider,fdemott@insider.com (Filip De Mott),"4 investing tips from Trump's 'Art of the Deal' that apply in 2025, Goldman Sachs says",Goldman Sachs used Trump's 1987 investing memoir as a roadmap for the firm's 2025 investing recommendations.,https://markets.businessinsider.com/news/stocks/stock-market-outlook-recommendations-trump-ai-investing-small-caps-mergers-2024-11,2024-11-19T19:23:21Z,"Goldman Sachs projects the S&amp;P 500 will reach 6,500 next year, representing an over 10% appreciation from current levels.
For investors curious on how to prepare for a longer-lasting bull run, a… [+4021 chars]"
Meta,Theflightdeal.com,The Flight Deal,"American: Phoenix – Charleston, South Carolina (and vice versa). $208 (Basic Economy) / $298 (Regular Economy). Roundtrip, including all Taxes.",A good sale to/from Charleston. Pricing will vary slightly depending on routing.Matrix Airfare Search by ITA Software will price this at $298 (Regular Economy). Use those dates on  American  wil,https://www.theflightdeal.com/2024/11/19/american-phoenix-charleston-south-carolina-and-vice-versa-208-basic-economy-298-regular-economy-roundtrip-including-all-taxes/,2024-11-19T19:20:12Z,"A good sale to/from Charleston. Pricing will vary slightly depending on routing.
Matrix Airfare Search by ITA Software will price this at $298 (Regular Economy). Use those dates on  American  will r… [+3827 chars]"
Meta,New York Post,Thomas Barrabi,Google Chrome browser could fetch $20B if judge orders sale: report,"Google’s Chrome browser would be worth a whopping $20 billion on the open market if the Justice Department succeeds in convincing a federal judge to order divestment, according to a report.",https://nypost.com/2024/11/19/business/google-chrome-browser-could-fetch-20b-if-judge-orders-sale-report/,2024-11-19T19:17:35Z,"Googles Chrome browser would be worth $20 billion on the open market if the Justice Department succeeds in convincing a federal judge to order divestment, according to a report.
The DOJ will recomme… [+3370 chars]"
Meta,Amazon.com,Dengke Tang,AWS CRT Client for Java adds GraalVM Native Image support,We are happy to announce GraalVM Native Image support for the AWS CRT (Common Runtime) package for Java starting with release 0.31.1. The AWS Java SDK picks up the update since version 2.28.7. Using AWS CRT with GraalVM Native Image in a demo app improved req…,https://aws.amazon.com/blogs/developer/aws-crt-client-for-java-adds-graalvm-native-image-support/,2024-11-19T19:09:17Z,We are happy to announce GraalVM Native Image support for the AWS CRT (Common Runtime) package for Java starting with release 0.31.1. The AWS Java SDK picks up the update since version 2.28.7. Using … [+11215 chars]
Meta,Tubefilter,Sam Gutelle,YouTube ad matchmaker Agentio eyes brand safety with $12 million Series A round,"For the second time in as many years, Agentio has locked in a funding round to propel its continuing growth in the influencer marketing industry. The matchmaking service, which automates connections between creators and brands on YouTube, has secured a $12 mi…",https://www.tubefilter.com/2024/11/19/agentio-influencer-marketing-brand-creator-matchmaking-series-a-funding/,2024-11-19T19:08:55Z,"For the second time in as many years, Agentio has locked in a funding round to propel its continuing growth in the influencer marketing industry. The matchmaking service, which automates connections … [+2910 chars]"
Meta,Android Police,Chandraveer Mathur,Instagram is considering a reset button to give your Explore page a fresh start,Instagram is considering a reset button to purge your feed of all thirst traps,https://www.androidpolice.com/instagram-reset-button-testing/,2024-11-19T19:07:32Z,"Key Takeaways
<ul><li> Instagram under Meta is testing a feed reset option to combat criticism surrounding safety of teen users. </li><li> Resetting feed content may improve the overall experience f… [+2241 chars]"
Meta,New York Post,Ariel Zilber,MSNBC contributor Jason Johnson slams liberal conspiracy theories about voter fraud: ‘No evidence that any of it is true’,"Johnson appeared on Joy Reid's ""The ReidOut"" show on Monday to discuss conspiracy theories that were being shared on various social media platforms.",https://nypost.com/2024/11/19/media/msnbcs-jason-johnson-slams-liberal-conspiracy-theories-about-election/,2024-11-19T19:05:31Z,MSNBC political contributor Jason Johnson condemned conspiracy theories being spread online by supporters of Vice President Kamala Harris alleging that the vote count was fraudulent because Elon Musk… [+2566 chars]
